Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,OwnerGroup
Container,Rio Madeira,5905 ,TEU,80225 ,73899 ,Liberia,2009 ,11 ,Daewoo-Mangalia,Hamburg-Sud
Container,Maullin,6589 ,TEU,80200 ,75752 ,Liberia,2010 ,5 ,CSBC (Kaohsiung),Peter Dohle Schiff.
Container,Hyundai Colombo,6763 ,TEU,80108 ,74651 ,Panama,2007 ,1 ,Hyundai HI,Hyundai Group
Container,Hyundai Bangkok,6763 ,TEU,80108 ,74651 ,Panama,2007 ,1 ,Hyundai HI,Hyundai Group
Container,Hyundai Jakarta,6763 ,TEU,80108 ,74651 ,Panama,2007 ,4 ,Hyundai HI,Hyundai Group
Container,Hyundai Busan,6763 ,TEU,80102 ,74651 ,Cyprus,2006 ,6 ,Hyundai HI,Navios Group
Container,Hyundai Hongkong,6763 ,TEU,80102 ,74651 ,Cyprus,2006 ,7 ,Hyundai HI,Navios Group
Container,Paxi,6800 ,TEU,80087 ,70262 ,Liberia,2014 ,10 ,HHIC-Phil (Subic SY),Embiricos Group
Container,Hyundai Tokyo,6763 ,TEU,80059 ,74651 ,Cyprus,2006 ,9 ,Hyundai HI,Navios Group
Container,Cape Chronos,6900 ,TEU,79880 ,70704 ,Cyprus,2015 ,6 ,HHIC-Phil (Subic SY),Cape Shipping
Container,YM Mutuality,6589 ,TEU,79780 ,74900 ,Liberia,2011 ,4 ,CSBC (Kaohsiung),Yang Ming
Container,YM Mobility,6589 ,TEU,79780 ,74900 ,Liberia,2011 ,5 ,CSBC (Kaohsiung),Yang Ming
Container,YM Milestone,6589 ,TEU,79780 ,74900 ,Liberia,2011 ,10 ,CSBC (Kaohsiung),Yang Ming
Container,YM Masculinity,6589 ,TEU,79780 ,74900 ,Liberia,2012 ,4 ,CSBC (Kaohsiung),Yang Ming
Container,Buxcoast,6456 ,TEU,79559 ,72760 ,Madeira,2001 ,9 ,Daewoo (DSME),NSB Niederelbe
Container,Buxcliff,6456 ,TEU,79501 ,72760 ,Madeira,2001 ,6 ,Daewoo (DSME),Gebab
