"","gid","gid","N","lon","lat"
"25511","122.0775_30.6117","122.0775_30.6117",1,122.0775,30.6117
"25512","121.9319_29.9388","121.9319_29.9388",1,121.9319,29.9388
"25513","121.9317_29.9387","121.9317_29.9387",1,121.9317,29.9387
"25514","121.9317_29.9379","121.9317_29.9379",1,121.9317,29.9379
"25515","121.9316_29.9386","121.9316_29.9386",1,121.9316,29.9386
"25516","121.9319_29.9389","121.9319_29.9389",1,121.9319,29.9389
"25517","121.9318_29.9386","121.9318_29.9386",1,121.9318,29.9386
"25518","121.932_29.9388","121.932_29.9388",1,121.932,29.9388
"25519","121.9319_29.938","121.9319_29.938",6,121.9319,29.938
"25520","121.9322_29.9381","121.9322_29.9381",1,121.9322,29.9381
"25521","121.9313_29.9383","121.9313_29.9383",3,121.9313,29.9383
"25522","121.9312_29.9378","121.9312_29.9378",3,121.9312,29.9378
"25523","122.0775_30.611","122.0775_30.611",9,122.0775,30.611
"25524","122.0777_30.6113","122.0777_30.6113",6,122.0777,30.6113
"25525","122.0777_30.6112","122.0777_30.6112",7,122.0777,30.6112
"25526","122.0772_30.611","122.0772_30.611",2,122.0772,30.611
"25527","122.0773_30.6109","122.0773_30.6109",2,122.0773,30.6109
"25528","122.0769_30.6111","122.0769_30.6111",2,122.0769,30.6111
"25529","122.0772_30.6109","122.0772_30.6109",2,122.0772,30.6109
"25530","122.077_30.611","122.077_30.611",6,122.077,30.611
"25531","122.1581_29.8072","122.1581_29.8072",118,122.1581,29.8072
"25532","122.1581_29.8071","122.1581_29.8071",37,122.1581,29.8071
"25533","122.1582_29.807","122.1582_29.807",2,122.1582,29.807
"25534","122.1581_29.807","122.1581_29.807",1,122.1581,29.807
"25535","122.1581_29.8074","122.1581_29.8074",2,122.1581,29.8074
"25536","121.8351_29.9458","121.8351_29.9458",3,121.8351,29.9458
"25537","121.9327_29.9384","121.9327_29.9384",1,121.9327,29.9384
"25538","122.0733_30.6144","122.0733_30.6144",1,122.0733,30.6144
"25539","122.0733_30.6143","122.0733_30.6143",2,122.0733,30.6143
"25540","122.073_30.6144","122.073_30.6144",3,122.073,30.6144
"25541","121.9332_29.9384","121.9332_29.9384",2,121.9332,29.9384
"25542","122.083_30.6084","122.083_30.6084",2,122.083,30.6084
"25543","121.932_29.9389","121.932_29.9389",1,121.932,29.9389
"25544","121.9322_29.9393","121.9322_29.9393",1,121.9322,29.9393
"25545","121.9339_29.9405","121.9339_29.9405",1,121.9339,29.9405
"25546","122.0864_30.6047","122.0864_30.6047",2,122.0864,30.6047
"25547","122.0816_30.6084","122.0816_30.6084",1,122.0816,30.6084
"25548","121.836_29.9455","121.836_29.9455",18,121.836,29.9455
"25549","121.8358_29.9455","121.8358_29.9455",7,121.8358,29.9455
"25550","121.8347_29.9473","121.8347_29.9473",2,121.8347,29.9473
"25551","121.8344_29.9476","121.8344_29.9476",1,121.8344,29.9476
"25552","121.8352_29.9464","121.8352_29.9464",2,121.8352,29.9464
"25553","121.835_29.9466","121.835_29.9466",2,121.835,29.9466
"25554","121.8351_29.9466","121.8351_29.9466",1,121.8351,29.9466
"25555","121.8352_29.9456","121.8352_29.9456",1,121.8352,29.9456
"25556","121.9272_29.9359","121.9272_29.9359",22,121.9272,29.9359
"25557","121.9272_29.936","121.9272_29.936",10,121.9272,29.936
"25558","121.9278_29.9355","121.9278_29.9355",1,121.9278,29.9355
"25559","121.9269_29.9361","121.9269_29.9361",2,121.9269,29.9361
"25560","121.9269_29.936","121.9269_29.936",1,121.9269,29.936
"25561","121.927_29.9361","121.927_29.9361",2,121.927,29.9361
"25562","121.9273_29.9353","121.9273_29.9353",7,121.9273,29.9353
"25563","121.927_29.9359","121.927_29.9359",3,121.927,29.9359
"25564","122.0843_30.6066","122.0843_30.6066",2,122.0843,30.6066
"25565","121.9312_29.9377","121.9312_29.9377",1,121.9312,29.9377
"25566","121.9306_29.9372","121.9306_29.9372",1,121.9306,29.9372
"25567","122.0866_30.6047","122.0866_30.6047",3,122.0866,30.6047
"25568","121.8391_29.9448","121.8391_29.9448",13,121.8391,29.9448
"25569","121.5944_31.3689","121.5944_31.3689",1,121.5944,31.3689
"25570","121.5898_31.3712","121.5898_31.3712",2,121.5898,31.3712
"25571","121.6495_31.3396","121.6495_31.3396",1,121.6495,31.3396
"25572","121.6497_31.3395","121.6497_31.3395",2,121.6497,31.3395
"25573","121.6494_31.3395","121.6494_31.3395",1,121.6494,31.3395
"25574","121.6496_31.3394","121.6496_31.3394",3,121.6496,31.3394
"25575","121.6507_31.3401","121.6507_31.3401",2,121.6507,31.3401
"25576","122.0701_30.6163","122.0701_30.6163",4,122.0701,30.6163
"25577","122.0715_30.6155","122.0715_30.6155",1,122.0715,30.6155
"25578","122.071_30.6158","122.071_30.6158",1,122.071,30.6158
"25579","122.0033_29.7682","122.0033_29.7682",1,122.0033,29.7682
"25580","122.0817_30.6089","122.0817_30.6089",4,122.0817,30.6089
"25581","122.0029_29.7689","122.0029_29.7689",1,122.0029,29.7689
"25582","122.0796_30.6101","122.0796_30.6101",30,122.0796,30.6101
"25583","122.0796_30.6102","122.0796_30.6102",16,122.0796,30.6102
"25584","122.0612_30.6211","122.0612_30.6211",1,122.0612,30.6211
"25585","122.0041_29.7689","122.0041_29.7689",7,122.0041,29.7689
"25586","122.0035_29.7694","122.0035_29.7694",2,122.0035,29.7694
"25587","122.0035_29.7695","122.0035_29.7695",1,122.0035,29.7695
"25588","122.0036_29.7695","122.0036_29.7695",5,122.0036,29.7695
"25589","122.0039_29.7696","122.0039_29.7696",3,122.0039,29.7696
"25590","122.0036_29.7694","122.0036_29.7694",12,122.0036,29.7694
"25591","122.0037_29.7695","122.0037_29.7695",2,122.0037,29.7695
"25592","122.0034_29.7693","122.0034_29.7693",1,122.0034,29.7693
"25593","122.0572_30.6255","122.0572_30.6255",2,122.0572,30.6255
"25594","122.0568_30.6256","122.0568_30.6256",17,122.0568,30.6256
"25595","122.0568_30.626","122.0568_30.626",1,122.0568,30.626
"25596","122.057_30.6257","122.057_30.6257",1,122.057,30.6257
"25597","122.0568_30.6257","122.0568_30.6257",7,122.0568,30.6257
"25598","122.0566_30.625","122.0566_30.625",13,122.0566,30.625
"25599","122.0565_30.6249","122.0565_30.6249",2,122.0565,30.6249
"25600","122.0563_30.6252","122.0563_30.6252",4,122.0563,30.6252
"25601","122.0564_30.6251","122.0564_30.6251",3,122.0564,30.6251
"25602","122.0568_30.6246","122.0568_30.6246",2,122.0568,30.6246
"25603","122.0567_30.6248","122.0567_30.6248",1,122.0567,30.6248
"25604","122.0566_30.6249","122.0566_30.6249",2,122.0566,30.6249
"25605","122.0564_30.6249","122.0564_30.6249",2,122.0564,30.6249
"25606","122.0564_30.6248","122.0564_30.6248",1,122.0564,30.6248
"25607","122.0569_30.6257","122.0569_30.6257",2,122.0569,30.6257
"25608","122.0573_30.6254","122.0573_30.6254",3,122.0573,30.6254
"25609","122.0537_30.6258","122.0537_30.6258",1,122.0537,30.6258
"25610","122.057_30.6259","122.057_30.6259",1,122.057,30.6259
"25611","122.0573_30.6255","122.0573_30.6255",2,122.0573,30.6255
"25612","122.0573_30.6256","122.0573_30.6256",1,122.0573,30.6256
"25613","122.0025_29.7677","122.0025_29.7677",16,122.0025,29.7677
"25614","122.0026_29.7677","122.0026_29.7677",6,122.0026,29.7677
"25615","122.0024_29.7676","122.0024_29.7676",7,122.0024,29.7676
"25616","122.0028_29.7677","122.0028_29.7677",1,122.0028,29.7677
"25617","122.0575_30.6253","122.0575_30.6253",1,122.0575,30.6253
"25618","122.0634_30.6209","122.0634_30.6209",1,122.0634,30.6209
"25619","122.0634_30.6203","122.0634_30.6203",6,122.0634,30.6203
"25620","122.063_30.6202","122.063_30.6202",1,122.063,30.6202
"25621","122.0634_30.6211","122.0634_30.6211",1,122.0634,30.6211
"25622","122.004_29.7696","122.004_29.7696",12,122.004,29.7696
"25623","122.0043_29.7692","122.0043_29.7692",8,122.0043,29.7692
"25624","122.0613_30.6212","122.0613_30.6212",1,122.0613,30.6212
"25625","122.0604_30.1912","122.0604_30.1912",13,122.0604,30.1912
"25626","122.0605_30.1914","122.0605_30.1914",139,122.0605,30.1914
"25627","122.0604_30.1913","122.0604_30.1913",203,122.0604,30.1913
"25628","122.0604_30.1914","122.0604_30.1914",345,122.0604,30.1914
"25629","121.8412_29.9441","121.8412_29.9441",1,121.8412,29.9441
"25630","121.5951_31.3684","121.5951_31.3684",2,121.5951,31.3684
"25631","121.5956_31.3677","121.5956_31.3677",3,121.5956,31.3677
"25632","121.5955_31.3684","121.5955_31.3684",2,121.5955,31.3684
"25633","121.5877_31.3714","121.5877_31.3714",5,121.5877,31.3714
"25634","121.8421_29.9444","121.8421_29.9444",2,121.8421,29.9444
"25635","121.8425_29.9435","121.8425_29.9435",4,121.8425,29.9435
"25636","121.839_29.9449","121.839_29.9449",6,121.839,29.9449
"25637","121.8369_29.9459","121.8369_29.9459",1,121.8369,29.9459
"25638","121.8369_29.9458","121.8369_29.9458",4,121.8369,29.9458
"25639","121.9233_29.933","121.9233_29.933",3,121.9233,29.933
"25640","121.9233_29.9329","121.9233_29.9329",2,121.9233,29.9329
"25641","121.9234_29.9328","121.9234_29.9328",1,121.9234,29.9328
"25642","122.8057_31.0935","122.8057_31.0935",1,122.8057,31.0935
"25643","122.8053_31.0933","122.8053_31.0933",5,122.8053,31.0933
"25644","121.6703_31.3302","121.6703_31.3302",2,121.6703,31.3302
"25645","121.6714_31.3291","121.6714_31.3291",1,121.6714,31.3291
"25646","121.6671_31.3317","121.6671_31.3317",1,121.6671,31.3317
"25647","121.6658_31.3324","121.6658_31.3324",1,121.6658,31.3324
"25648","121.6732_31.328","121.6732_31.328",4,121.6732,31.328
"25649","121.6734_31.3278","121.6734_31.3278",1,121.6734,31.3278
"25650","121.6729_31.3282","121.6729_31.3282",2,121.6729,31.3282
"25651","121.662_31.3347","121.662_31.3347",3,121.662,31.3347
"25652","121.6703_31.3296","121.6703_31.3296",6,121.6703,31.3296
"25653","121.5916_31.3693","121.5916_31.3693",1,121.5916,31.3693
"25654","121.5886_31.372","121.5886_31.372",2,121.5886,31.372
"25655","121.8656_29.9367","121.8656_29.9367",4,121.8656,29.9367
"25656","121.5946_31.3687","121.5946_31.3687",43,121.5946,31.3687
"25657","121.5806_31.3754","121.5806_31.3754",2,121.5806,31.3754
"25658","121.5801_31.3756","121.5801_31.3756",1,121.5801,31.3756
"25659","121.5764_31.3758","121.5764_31.3758",3,121.5764,31.3758
"25660","121.5763_31.3759","121.5763_31.3759",2,121.5763,31.3759
"25661","121.5762_31.376","121.5762_31.376",2,121.5762,31.376
"25662","121.5753_31.3776","121.5753_31.3776",1,121.5753,31.3776
"25663","121.5752_31.3776","121.5752_31.3776",2,121.5752,31.3776
"25664","121.5753_31.3774","121.5753_31.3774",3,121.5753,31.3774
"25665","121.5624_31.2741","121.5624_31.2741",52,121.5624,31.2741
"25666","121.5619_31.2745","121.5619_31.2745",1511,121.5619,31.2745
"25667","121.562_31.2745","121.562_31.2745",658,121.562,31.2745
"25668","121.5619_31.2746","121.5619_31.2746",133,121.5619,31.2746
"25669","121.562_31.2746","121.562_31.2746",87,121.562,31.2746
"25670","121.562_31.2744","121.562_31.2744",11,121.562,31.2744
"25671","121.562_31.2747","121.562_31.2747",262,121.562,31.2747
"25672","121.5621_31.2745","121.5621_31.2745",590,121.5621,31.2745
"25673","121.5619_31.2747","121.5619_31.2747",448,121.5619,31.2747
"25674","121.5618_31.2746","121.5618_31.2746",305,121.5618,31.2746
"25675","121.5798_31.3756","121.5798_31.3756",3,121.5798,31.3756
"25676","121.575_31.3781","121.575_31.3781",20,121.575,31.3781
"25677","121.5874_31.3716","121.5874_31.3716",8,121.5874,31.3716
"25678","121.5869_31.3716","121.5869_31.3716",4,121.5869,31.3716
"25679","121.5849_31.3716","121.5849_31.3716",2,121.5849,31.3716
"25680","121.585_31.3715","121.585_31.3715",16,121.585,31.3715
"25681","121.5854_31.3719","121.5854_31.3719",4,121.5854,31.3719
"25682","121.5856_31.372","121.5856_31.372",1,121.5856,31.372
"25683","121.5863_31.3718","121.5863_31.3718",3,121.5863,31.3718
"25684","121.5862_31.3728","121.5862_31.3728",7,121.5862,31.3728
"25685","121.5863_31.3728","121.5863_31.3728",2,121.5863,31.3728
"25686","121.5863_31.3727","121.5863_31.3727",4,121.5863,31.3727
"25687","121.5863_31.3719","121.5863_31.3719",5,121.5863,31.3719
"25688","121.587_31.3725","121.587_31.3725",8,121.587,31.3725
"25689","121.5862_31.3729","121.5862_31.3729",6,121.5862,31.3729
"25690","121.5861_31.3733","121.5861_31.3733",1,121.5861,31.3733
"25691","121.5861_31.3734","121.5861_31.3734",1,121.5861,31.3734
"25692","121.5856_31.3718","121.5856_31.3718",5,121.5856,31.3718
"25693","121.5856_31.3721","121.5856_31.3721",1,121.5856,31.3721
"25694","121.5866_31.3728","121.5866_31.3728",2,121.5866,31.3728
"25695","121.5839_31.3724","121.5839_31.3724",1,121.5839,31.3724
"25696","121.5844_31.3726","121.5844_31.3726",3,121.5844,31.3726
"25697","121.5841_31.3722","121.5841_31.3722",1,121.5841,31.3722
"25698","121.584_31.3718","121.584_31.3718",3,121.584,31.3718
"25699","121.5841_31.3726","121.5841_31.3726",8,121.5841,31.3726
"25700","121.5847_31.3725","121.5847_31.3725",1,121.5847,31.3725
"25701","121.5873_31.3727","121.5873_31.3727",1,121.5873,31.3727
"25702","121.5956_31.3672","121.5956_31.3672",1,121.5956,31.3672
"25703","121.5956_31.3674","121.5956_31.3674",2,121.5956,31.3674
"25704","121.6972_31.3731","121.6972_31.3731",313,121.6972,31.3731
"25705","121.6973_31.373","121.6973_31.373",2,121.6973,31.373
"25706","121.6972_31.373","121.6972_31.373",4,121.6972,31.373
"25707","121.6972_31.3732","121.6972_31.3732",7,121.6972,31.3732
"25708","121.6971_31.3732","121.6971_31.3732",7,121.6971,31.3732
"25709","121.6962_31.3736","121.6962_31.3736",97,121.6962,31.3736
"25710","121.6962_31.3735","121.6962_31.3735",157,121.6962,31.3735
"25711","121.6963_31.3735","121.6963_31.3735",80,121.6963,31.3735
"25712","121.6961_31.3736","121.6961_31.3736",6,121.6961,31.3736
"25713","121.6963_31.3736","121.6963_31.3736",34,121.6963,31.3736
"25714","121.6962_31.3737","121.6962_31.3737",2,121.6962,31.3737
"25715","121.6964_31.3734","121.6964_31.3734",4,121.6964,31.3734
"25716","121.6962_31.3734","121.6962_31.3734",10,121.6962,31.3734
"25717","121.6961_31.3735","121.6961_31.3735",2,121.6961,31.3735
"25718","121.6963_31.3734","121.6963_31.3734",7,121.6963,31.3734
"25719","121.6964_31.3735","121.6964_31.3735",3,121.6964,31.3735
"25720","121.6961_31.3737","121.6961_31.3737",1,121.6961,31.3737
"25721","121.5872_31.3723","121.5872_31.3723",3,121.5872,31.3723
"25722","122.0492_29.8898","122.0492_29.8898",1,122.0492,29.8898
"25723","122.049_29.8896","122.049_29.8896",2,122.049,29.8896
"25724","122.0489_29.8895","122.0489_29.8895",4,122.0489,29.8895
"25725","122.0493_29.8895","122.0493_29.8895",2,122.0493,29.8895
"25726","121.6636_31.334","121.6636_31.334",1,121.6636,31.334
"25727","122.0565_29.8883","122.0565_29.8883",3,122.0565,29.8883
"25728","122.0567_29.8883","122.0567_29.8883",3,122.0567,29.8883
"25729","122.0572_29.8883","122.0572_29.8883",4,122.0572,29.8883
"25730","122.058_29.8883","122.058_29.8883",1,122.058,29.8883
"25731","122.0568_29.8894","122.0568_29.8894",3,122.0568,29.8894
"25732","122.0569_29.8895","122.0569_29.8895",1,122.0569,29.8895
"25733","122.0531_29.8894","122.0531_29.8894",4,122.0531,29.8894
"25734","122.0527_29.8885","122.0527_29.8885",1,122.0527,29.8885
"25735","122.063_29.8892","122.063_29.8892",1,122.063,29.8892
"25736","122.0636_29.8895","122.0636_29.8895",2,122.0636,29.8895
"25737","122.0638_29.8895","122.0638_29.8895",1,122.0638,29.8895
"25738","122.0636_29.8898","122.0636_29.8898",41,122.0636,29.8898
"25739","121.8356_29.9453","121.8356_29.9453",2,121.8356,29.9453
"25740","121.8654_29.9377","121.8654_29.9377",1,121.8654,29.9377
"25741","121.8654_29.9369","121.8654_29.9369",17,121.8654,29.9369
"25742","121.865_29.9368","121.865_29.9368",1,121.865,29.9368
"25743","122.0703_30.6164","122.0703_30.6164",1,122.0703,30.6164
"25744","122.0821_30.6091","122.0821_30.6091",1,122.0821,30.6091
"25745","121.5957_31.3676","121.5957_31.3676",3,121.5957,31.3676
"25746","121.5957_31.3672","121.5957_31.3672",2,121.5957,31.3672
"25747","121.5878_31.3721","121.5878_31.3721",4,121.5878,31.3721
"25748","121.588_31.372","121.588_31.372",8,121.588,31.372
"25749","121.8379_29.9895","121.8379_29.9895",15,121.8379,29.9895
"25750","121.838_29.9895","121.838_29.9895",65,121.838,29.9895
"25751","121.8382_29.9894","121.8382_29.9894",12,121.8382,29.9894
"25752","121.8381_29.9895","121.8381_29.9895",42,121.8381,29.9895
"25753","122.0497_30.6308","122.0497_30.6308",2,122.0497,30.6308
"25754","121.8384_29.9883","121.8384_29.9883",1,121.8384,29.9883
"25755","121.8386_29.9883","121.8386_29.9883",4,121.8386,29.9883
"25756","122.0555_30.6258","122.0555_30.6258",83,122.0555,30.6258
"25757","121.5747_31.3769","121.5747_31.3769",15,121.5747,31.3769
"25758","121.5837_31.3738","121.5837_31.3738",15,121.5837,31.3738
"25759","121.9999_29.7666","121.9999_29.7666",1,121.9999,29.7666
"25760","121.5847_31.3734","121.5847_31.3734",2,121.5847,31.3734
"25761","121.586_31.3736","121.586_31.3736",1,121.586,31.3736
"25762","121.5855_31.3719","121.5855_31.3719",2,121.5855,31.3719
"25763","122.0039_29.7697","122.0039_29.7697",1,122.0039,29.7697
"25764","121.5791_31.3744","121.5791_31.3744",1,121.5791,31.3744
"25765","121.5791_31.3749","121.5791_31.3749",9,121.5791,31.3749
"25766","121.5863_31.3737","121.5863_31.3737",1,121.5863,31.3737
"25767","121.998_29.7658","121.998_29.7658",1,121.998,29.7658
"25768","121.9994_29.7661","121.9994_29.7661",2,121.9994,29.7661
"25769","121.5833_31.3732","121.5833_31.3732",2,121.5833,31.3732
"25770","121.5842_31.3745","121.5842_31.3745",1,121.5842,31.3745
"25771","122_29.7667","122_29.7667",2,122,29.7667
"25772","121.5815_31.3748","121.5815_31.3748",2,121.5815,31.3748
"25773","121.5733_31.3781","121.5733_31.3781",6,121.5733,31.3781
"25774","121.9232_29.9329","121.9232_29.9329",4,121.9232,29.9329
"25775","121.9231_29.9329","121.9231_29.9329",1,121.9231,29.9329
"25776","121.5839_31.3743","121.5839_31.3743",2,121.5839,31.3743
"25777","121.9253_29.9341","121.9253_29.9341",1,121.9253,29.9341
"25778","121.925_29.9339","121.925_29.9339",3,121.925,29.9339
"25779","121.5757_31.3762","121.5757_31.3762",1,121.5757,31.3762
"25780","121.9245_29.9341","121.9245_29.9341",6,121.9245,29.9341
"25781","121.9313_29.9378","121.9313_29.9378",36,121.9313,29.9378
"25782","121.9315_29.9377","121.9315_29.9377",1,121.9315,29.9377
"25783","121.9314_29.9378","121.9314_29.9378",2,121.9314,29.9378
"25784","121.9313_29.938","121.9313_29.938",8,121.9313,29.938
"25785","121.9314_29.9376","121.9314_29.9376",1,121.9314,29.9376
"25786","121.9311_29.9378","121.9311_29.9378",1,121.9311,29.9378
"25787","121.9313_29.9379","121.9313_29.9379",5,121.9313,29.9379
"25788","121.9337_29.9383","121.9337_29.9383",1,121.9337,29.9383
"25789","121.5722_31.378","121.5722_31.378",346,121.5722,31.378
"25790","121.5722_31.3779","121.5722_31.3779",90,121.5722,31.3779
"25791","121.5723_31.3779","121.5723_31.3779",35,121.5723,31.3779
"25792","121.5724_31.3778","121.5724_31.3778",8,121.5724,31.3778
"25793","121.5723_31.3778","121.5723_31.3778",8,121.5723,31.3778
"25794","121.5721_31.378","121.5721_31.378",29,121.5721,31.378
"25795","121.5722_31.3781","121.5722_31.3781",25,121.5722,31.3781
"25796","121.572_31.378","121.572_31.378",8,121.572,31.378
"25797","121.5721_31.3781","121.5721_31.3781",16,121.5721,31.3781
"25798","121.5721_31.3779","121.5721_31.3779",5,121.5721,31.3779
"25799","121.9312_29.9379","121.9312_29.9379",9,121.9312,29.9379
"25800","121.9309_29.9381","121.9309_29.9381",3,121.9309,29.9381
"25801","121.5734_31.3782","121.5734_31.3782",5,121.5734,31.3782
"25802","121.5713_31.3781","121.5713_31.3781",1,121.5713,31.3781
"25803","121.5713_31.3784","121.5713_31.3784",2,121.5713,31.3784
"25804","121.5714_31.3784","121.5714_31.3784",23,121.5714,31.3784
"25805","121.5713_31.3785","121.5713_31.3785",2,121.5713,31.3785
"25806","121.5714_31.3785","121.5714_31.3785",2,121.5714,31.3785
"25807","121.5712_31.3785","121.5712_31.3785",5,121.5712,31.3785
"25808","121.5713_31.3782","121.5713_31.3782",4,121.5713,31.3782
"25809","121.5711_31.3782","121.5711_31.3782",1,121.5711,31.3782
"25810","121.5712_31.3783","121.5712_31.3783",11,121.5712,31.3783
"25811","121.5715_31.3785","121.5715_31.3785",2,121.5715,31.3785
"25812","121.5722_31.3782","121.5722_31.3782",8,121.5722,31.3782
"25813","121.5721_31.3784","121.5721_31.3784",1,121.5721,31.3784
"25814","121.5723_31.3783","121.5723_31.3783",3,121.5723,31.3783
"25815","121.5724_31.3783","121.5724_31.3783",1,121.5724,31.3783
"25816","121.5722_31.3784","121.5722_31.3784",3,121.5722,31.3784
"25817","121.5724_31.3784","121.5724_31.3784",1,121.5724,31.3784
"25818","121.5721_31.3782","121.5721_31.3782",2,121.5721,31.3782
"25819","121.572_31.3781","121.572_31.3781",2,121.572,31.3781
"25820","121.5721_31.3778","121.5721_31.3778",1,121.5721,31.3778
"25821","121.5725_31.3778","121.5725_31.3778",1,121.5725,31.3778
"25822","121.5722_31.3783","121.5722_31.3783",1,121.5722,31.3783
"25823","121.9288_29.9368","121.9288_29.9368",9,121.9288,29.9368
"25824","121.5847_31.3726","121.5847_31.3726",2,121.5847,31.3726
"25825","121.5848_31.3725","121.5848_31.3725",4,121.5848,31.3725
"25826","121.5847_31.3724","121.5847_31.3724",1,121.5847,31.3724
"25827","121.5843_31.3725","121.5843_31.3725",2,121.5843,31.3725
"25828","121.5866_31.3719","121.5866_31.3719",4,121.5866,31.3719
"25829","121.2294_31.6378","121.2294_31.6378",1,121.2294,31.6378
"25830","121.2294_31.6379","121.2294_31.6379",2,121.2294,31.6379
"25831","121.2292_31.6379","121.2292_31.6379",3,121.2292,31.6379
"25832","121.2292_31.638","121.2292_31.638",2,121.2292,31.638
"25833","121.2293_31.6381","121.2293_31.6381",2,121.2293,31.6381
"25834","121.2312_31.6371","121.2312_31.6371",125,121.2312,31.6371
"25835","121.2306_31.6377","121.2306_31.6377",9,121.2306,31.6377
"25836","121.2305_31.638","121.2305_31.638",2,121.2305,31.638
"25837","121.2309_31.6376","121.2309_31.6376",2,121.2309,31.6376
"25838","121.2309_31.6375","121.2309_31.6375",3,121.2309,31.6375
"25839","121.2304_31.638","121.2304_31.638",8,121.2304,31.638
"25840","121.2308_31.638","121.2308_31.638",1,121.2308,31.638
"25841","121.231_31.6374","121.231_31.6374",2,121.231,31.6374
"25842","120.6366_32.02","120.6366_32.02",292,120.6366,32.02
"25843","120.6367_32.0201","120.6367_32.0201",134,120.6367,32.0201
"25844","120.6366_32.0201","120.6366_32.0201",54,120.6366,32.0201
"25845","120.6367_32.02","120.6367_32.02",1180,120.6367,32.02
"25846","120.6368_32.0201","120.6368_32.0201",60,120.6368,32.0201
"25847","120.6368_32.02","120.6368_32.02",83,120.6368,32.02
"25848","120.6367_32.0199","120.6367_32.0199",1308,120.6367,32.0199
"25849","120.6365_32.0201","120.6365_32.0201",15,120.6365,32.0201
"25850","120.6366_32.0199","120.6366_32.0199",79,120.6366,32.0199
"25851","120.6368_32.0199","120.6368_32.0199",3,120.6368,32.0199
"25852","120.6365_32.02","120.6365_32.02",5,120.6365,32.02
"25853","120.6365_32.0199","120.6365_32.0199",1,120.6365,32.0199
"25854","121.2303_31.6382","121.2303_31.6382",6,121.2303,31.6382
"25855","121.2321_31.6361","121.2321_31.6361",253,121.2321,31.6361
"25856","121.2134_31.6509","121.2134_31.6509",3,121.2134,31.6509
"25857","121.2141_31.6499","121.2141_31.6499",402,121.2141,31.6499
"25858","121.2142_31.65","121.2142_31.65",224,121.2142,31.65
"25859","121.2142_31.6499","121.2142_31.6499",84,121.2142,31.6499
"25860","121.214_31.65","121.214_31.65",106,121.214,31.65
"25861","121.2143_31.6499","121.2143_31.6499",10,121.2143,31.6499
"25862","121.214_31.6499","121.214_31.6499",14,121.214,31.6499
"25863","121.2144_31.65","121.2144_31.65",3,121.2144,31.65
"25864","121.2142_31.6498","121.2142_31.6498",5,121.2142,31.6498
"25865","121.2143_31.65","121.2143_31.65",18,121.2143,31.65
"25866","121.214_31.6501","121.214_31.6501",32,121.214,31.6501
"25867","121.2141_31.6501","121.2141_31.6501",60,121.2141,31.6501
"25868","121.2144_31.6498","121.2144_31.6498",1,121.2144,31.6498
"25869","121.2143_31.6501","121.2143_31.6501",2,121.2143,31.6501
"25870","121.2145_31.6499","121.2145_31.6499",1,121.2145,31.6499
"25871","121.2144_31.6501","121.2144_31.6501",1,121.2144,31.6501
"25872","121.2142_31.6501","121.2142_31.6501",23,121.2142,31.6501
"25873","121.2141_31.6502","121.2141_31.6502",9,121.2141,31.6502
"25874","121.214_31.6498","121.214_31.6498",1,121.214,31.6498
"25875","121.2145_31.6504","121.2145_31.6504",1,121.2145,31.6504
"25876","121.2139_31.6499","121.2139_31.6499",2,121.2139,31.6499
"25877","121.2135_31.6497","121.2135_31.6497",1,121.2135,31.6497
"25878","121.2136_31.6498","121.2136_31.6498",1,121.2136,31.6498
"25879","121.2137_31.6498","121.2137_31.6498",1,121.2137,31.6498
"25880","121.214_31.6497","121.214_31.6497",1,121.214,31.6497
"25881","121.2133_31.6508","121.2133_31.6508",13,121.2133,31.6508
"25882","121.2132_31.651","121.2132_31.651",2,121.2132,31.651
"25883","121.2133_31.6509","121.2133_31.6509",4,121.2133,31.6509
"25884","121.2131_31.6509","121.2131_31.6509",1,121.2131,31.6509
"25885","121.2135_31.6507","121.2135_31.6507",1,121.2135,31.6507
"25886","121.2318_31.6363","121.2318_31.6363",249,121.2318,31.6363
"25887","121.2317_31.6363","121.2317_31.6363",119,121.2317,31.6363
"25888","121.2317_31.6364","121.2317_31.6364",39,121.2317,31.6364
"25889","121.2319_31.6362","121.2319_31.6362",15,121.2319,31.6362
"25890","121.2317_31.6362","121.2317_31.6362",30,121.2317,31.6362
"25891","121.2319_31.6364","121.2319_31.6364",9,121.2319,31.6364
"25892","121.2318_31.6361","121.2318_31.6361",1,121.2318,31.6361
"25893","121.2319_31.6363","121.2319_31.6363",9,121.2319,31.6363
"25894","121.2319_31.6361","121.2319_31.6361",5,121.2319,31.6361
"25895","121.2317_31.6361","121.2317_31.6361",1,121.2317,31.6361
"25896","121.2316_31.6364","121.2316_31.6364",4,121.2316,31.6364
"25897","121.2297_31.6371","121.2297_31.6371",1,121.2297,31.6371
"25898","122.0557_30.6252","122.0557_30.6252",1,122.0557,30.6252
"25899","122.062_29.8897","122.062_29.8897",2,122.062,29.8897
"25900","122.0618_29.8897","122.0618_29.8897",2,122.0618,29.8897
"25901","122.0619_29.8897","122.0619_29.8897",2,122.0619,29.8897
"25902","122.0619_29.8898","122.0619_29.8898",1,122.0619,29.8898
"25903","122.062_29.8894","122.062_29.8894",3,122.062,29.8894
"25904","121.667_31.3323","121.667_31.3323",1,121.667,31.3323
"25905","122.0483_30.6308","122.0483_30.6308",1,122.0483,30.6308
